PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
161988	Jef Barthels	Jef		Barthels	https://www.literatuurplein.nl/persdetail?persId=161988	http://web.archive.org/web/20191204192937/https://www.literatuurplein.nl/persdetail?persId=161988	200	Klik	17-08-1943			
161989	Michel Bartosik	Michel		Bartosik	https://www.literatuurplein.nl/persdetail?persId=161989	http://web.archive.org/web/20191204192954/https://www.literatuurplein.nl/persdetail?persId=161989	200	Klik	21-03-1948	Antwerpen	01-02-2008	Antwerpen
161990	N. Basenau-Goemans	N.		Basenau-Goemans	https://www.literatuurplein.nl/persdetail?persId=161990	http://web.archive.org/web/20191204193010/https://www.literatuurplein.nl/persdetail?persId=161990	200	Klik	29-02-1876		25-01-1970	
161991	W. Ch. J. Bastiaans	W. Ch. J.		Bastiaans	https://www.literatuurplein.nl/persdetail?persId=161991	http://web.archive.org/web/20191204193026/https://www.literatuurplein.nl/persdetail?persId=161991	200	Klik	1898		08-07-1975	
161992	Frans Bastiaanse	Frans		Bastiaanse	https://www.literatuurplein.nl/persdetail?persId=161992	http://web.archive.org/web/20191204193042/https://www.literatuurplein.nl/persdetail?persId=161992	200	Klik	13-05-1868	Utrecht	12-06-1947	Amsterdam
161993	Fred Batten	Fred		Batten	https://www.literatuurplein.nl/persdetail?persId=161993	http://web.archive.org/web/20191204193059/https://www.literatuurplein.nl/persdetail?persId=161993	200	Klik	26-12-1910		02-02-1980	
162022	Alexandra Fuller	Alexandra		Fuller	https://www.literatuurplein.nl/persdetail?persId=162022	http://web.archive.org/web/20191204193115/https://www.literatuurplein.nl/persdetail?persId=162022	200	Klik	29-03-1969	Glossop		
162139	Trijnie Bazen	Trijnie		Bazen	https://www.literatuurplein.nl/persdetail?persId=162139	http://web.archive.org/web/20191204193131/https://www.literatuurplein.nl/persdetail?persId=162139	200	Klik			juli 2013	
162141	Binnert De Beaufort	Binnert	de	Beaufort	https://www.literatuurplein.nl/persdetail?persId=162141	http://web.archive.org/web/20191204193148/https://www.literatuurplein.nl/persdetail?persId=162141	200	Klik	28-11-1970	Arnhem		
162151	Marije Tolman	Marije		Tolman	https://www.literatuurplein.nl/persdetail?persId=162151	http://web.archive.org/web/20191204193204/https://www.literatuurplein.nl/persdetail?persId=162151	200	Klik	1976			
162237	Helon Habila	Helon		Habila	https://www.literatuurplein.nl/persdetail?persId=162237	http://web.archive.org/web/20191204193220/https://www.literatuurplein.nl/persdetail?persId=162237	200	Klik	1967	Kaltungo		
162296	Jannah Loontjens	Jannah		Loontjens	https://www.literatuurplein.nl/persdetail?persId=162296	http://web.archive.org/web/20191204193236/https://www.literatuurplein.nl/persdetail?persId=162296	200	Klik	02-01-1974	Kopenhagen		
162344	Aline Sax	Aline		Sax	https://www.literatuurplein.nl/persdetail?persId=162344	http://web.archive.org/web/20191204193252/https://www.literatuurplein.nl/persdetail?persId=162344	200	Klik	20-03-1984	Antwerpen		
162377	Lieve Blancquaert	Lieve	 	Blancquaert	https://www.literatuurplein.nl/detail/persoon/lieve-blancquaert/162377	http://web.archive.org/web/20191129144718/https://www.literatuurplein.nl/detail/persoon/lieve-blancquaert/162377	200	Klik				
162427	Hans Wösten	Hans		Wösten	https://www.literatuurplein.nl/persdetail?persId=162427	http://web.archive.org/web/20191204193309/https://www.literatuurplein.nl/persdetail?persId=162427	200	Klik	16-07-1955	Amsterdam		
162511	R.E. Abraham	R.E.		Abraham	https://www.literatuurplein.nl/persdetail?persId=162511	http://web.archive.org/web/20191204193325/https://www.literatuurplein.nl/persdetail?persId=162511	200	Klik	13-05-1937	Wenen	26-11-2015	
162639	Henriette Akofa	Henriette	 	Akofa	https://www.literatuurplein.nl/detail/persoon/henriette-akofa/162639	http://web.archive.org/web/20191129133939/https://www.literatuurplein.nl/detail/persoon/henriette-akofa/162639	200	Klik				
162662	Norma Khouri Albqaeen	Norma Khouri		Albqaeen	https://www.literatuurplein.nl/persdetail?persId=162662	http://web.archive.org/web/20191204193341/https://www.literatuurplein.nl/persdetail?persId=162662	200	Klik	1970			
162762	Niccolò Ammaniti	Niccolò		Ammaniti	https://www.literatuurplein.nl/persdetail?persId=162762	http://web.archive.org/web/20191204193357/https://www.literatuurplein.nl/persdetail?persId=162762	200	Klik	25-09-1966	Rome		
162857	Donald Antrim	Donald		Antrim	https://www.literatuurplein.nl/persdetail?persId=162857	http://web.archive.org/web/20191204193414/https://www.literatuurplein.nl/persdetail?persId=162857	200	Klik	16-09-1958	New York City		
162996	Frank Van Der Auwera	Frank	van der	Auwera	https://www.literatuurplein.nl/persdetail?persId=162996	http://web.archive.org/web/20191204193430/https://www.literatuurplein.nl/persdetail?persId=162996	200	Klik	1954			
163049	Ingrid Baart	Ingrid		Baart	https://www.literatuurplein.nl/persdetail?persId=163049	http://web.archive.org/web/20191204193446/https://www.literatuurplein.nl/persdetail?persId=163049	200	Klik	31-03-1952	Hulst	18-01-2012	Utrecht
163056	B. Ter Haar	B.	ter	Haar	https://www.literatuurplein.nl/persdetail?persId=163056	http://web.archive.org/web/20191204193502/https://www.literatuurplein.nl/persdetail?persId=163056	200	Klik	13-06-1806		19-11-1880	
163608	Y.W.M. Benschop	Y.W.M.		Benschop	https://www.literatuurplein.nl/persdetail?persId=163608	http://web.archive.org/web/20191204193519/https://www.literatuurplein.nl/persdetail?persId=163608	200	Klik	1966			
163831	Tom Bezemer	Tom	 	Bezemer	https://www.literatuurplein.nl/detail/persoon/tom-bezemer/163831	http://web.archive.org/web/20191129171646/https://www.literatuurplein.nl/detail/persoon/tom-bezemer/163831	200	Klik				
164335	Klaas Bond	Klaas		Bond	https://www.literatuurplein.nl/persdetail?persId=164335	http://web.archive.org/web/20191204193535/https://www.literatuurplein.nl/persdetail?persId=164335	200	Klik	14-01-1959	Volendam		
164356	Yves Bonnefoy	Yves		Bonnefoy	https://www.literatuurplein.nl/persdetail?persId=164356	http://web.archive.org/web/20191204193551/https://www.literatuurplein.nl/persdetail?persId=164356	200	Klik	24-06-1923	Tours	01-07-2016	Parijs
164410	A. Boone	A.		Boone	https://www.literatuurplein.nl/persdetail?persId=164410	http://web.archive.org/web/20191204193607/https://www.literatuurplein.nl/persdetail?persId=164410	200	Klik	08-03-1917	Oudenaarde	22-07-2007	Drongen
164625	Arthur C. Danto	Arthur C.		Danto	https://www.literatuurplein.nl/persdetail?persId=164625	http://web.archive.org/web/20191204193623/https://www.literatuurplein.nl/persdetail?persId=164625	200	Klik	01-01-1924	Ann Arbor	25-10-2013	New York City
164788	P.L.P. Brand	P.L.P.		Brand	https://www.literatuurplein.nl/persdetail?persId=164788	http://web.archive.org/web/20191204193639/https://www.literatuurplein.nl/persdetail?persId=164788	200	Klik	1961	Haren		
164971	Joost Decorte	Joost		Decorte	https://www.literatuurplein.nl/persdetail?persId=164971	http://web.archive.org/web/20191204193655/https://www.literatuurplein.nl/persdetail?persId=164971	200	Klik	1971	Antwerpen		
164975	Ina Broekhuizen-Slot	Ina	 	Broekhuizen-Slot	https://www.literatuurplein.nl/detail/persoon/ina-broekhuizen-slot/164975	http://web.archive.org/web/20191129134801/https://www.literatuurplein.nl/detail/persoon/ina-broekhuizen-slot/164975	200	Klik				
165070	Jacques Brooijmans	Jacques		Brooijmans	https://www.literatuurplein.nl/persdetail?persId=165070	http://web.archive.org/web/20191204193712/https://www.literatuurplein.nl/persdetail?persId=165070	200	Klik	25-07-1964	Sint-Annaland		
165179	Gerritjan Deunk	Gerritjan		Deunk	https://www.literatuurplein.nl/persdetail?persId=165179	http://web.archive.org/web/20191204193728/https://www.literatuurplein.nl/persdetail?persId=165179	200	Klik	30-07-1951	Winterswijk	11-02-2017	Naarden
165222	Kate Dicamillo	Kate		Dicamillo	https://www.literatuurplein.nl/persdetail?persId=165222	http://web.archive.org/web/20191204193744/https://www.literatuurplein.nl/persdetail?persId=165222	200	Klik	25-03-1964			
165732	W. Van Maanen	W.	van	Maanen	https://www.literatuurplein.nl/persdetail?persId=165732	http://web.archive.org/web/20191204193801/https://www.literatuurplein.nl/persdetail?persId=165732	200	Klik	22-11-1890		27-08-1989	
166055	Tania Dylgat	Tania		Dylgat	https://www.literatuurplein.nl/persdetail?persId=166055	http://web.archive.org/web/20191204193817/https://www.literatuurplein.nl/persdetail?persId=166055	200	Klik	1965			
166075	Inger Christensen	Inger		Christensen	https://www.literatuurplein.nl/persdetail?persId=166075	http://web.archive.org/web/20191204193833/https://www.literatuurplein.nl/persdetail?persId=166075	200	Klik	16-01-1935	Vejle	02-01-2009	Kopenhagen
166308	Hanneke Eggels	Hanneke		Eggels	https://www.literatuurplein.nl/persdetail?persId=166308	http://web.archive.org/web/20191204193850/https://www.literatuurplein.nl/persdetail?persId=166308	200	Klik	1946	Amsterdam		
166598	Lernert Engelberts	Lernert		Engelberts	https://www.literatuurplein.nl/persdetail?persId=166598	http://web.archive.org/web/20191204193906/https://www.literatuurplein.nl/persdetail?persId=166598	200	Klik	27-08-1977	Leerdam		
166635	Justin Cronin	Justin		Cronin	https://www.literatuurplein.nl/persdetail?persId=166635	http://web.archive.org/web/20191204193922/https://www.literatuurplein.nl/persdetail?persId=166635	200	Klik	1962			
166735	John Escott	John	 	Escott	https://www.literatuurplein.nl/detail/persoon/john-escott/166735	http://web.archive.org/web/20191129141431/https://www.literatuurplein.nl/detail/persoon/john-escott/166735	200	Klik				
166749	M.L. Essink-Bot	M.L.		Essink-Bot	https://www.literatuurplein.nl/persdetail?persId=166749	http://web.archive.org/web/20191204193938/https://www.literatuurplein.nl/persdetail?persId=166749	200	Klik	1960		09-05-2016	
167072	Peter Van Harmelen	Peter	van	Harmelen	https://www.literatuurplein.nl/persdetail?persId=167072	http://web.archive.org/web/20191204193954/https://www.literatuurplein.nl/persdetail?persId=167072	200	Klik	13-07-1960			
167143	John Boyne	John		Boyne	https://www.literatuurplein.nl/persdetail?persId=167143	http://web.archive.org/web/20191204194010/https://www.literatuurplein.nl/persdetail?persId=167143	200	Klik	30-04-1971	Dublin		
167162	Ann Brashares	Ann		Brashares	https://www.literatuurplein.nl/persdetail?persId=167162	http://web.archive.org/web/20191204194026/https://www.literatuurplein.nl/persdetail?persId=167162	200	Klik	30-07-1967	Alexandria		
167223	Frans Bromet	Frans		Bromet	https://www.literatuurplein.nl/persdetail?persId=167223	http://web.archive.org/web/20191204194043/https://www.literatuurplein.nl/persdetail?persId=167223	200	Klik	29-08-1944	Amsterdam		
167247	Alyssa Brugman	Alyssa		Brugman	https://www.literatuurplein.nl/persdetail?persId=167247	http://web.archive.org/web/20191204194059/https://www.literatuurplein.nl/persdetail?persId=167247	200	Klik	01-05-1974	Lake Macquarie		
167504	Maurice D'Haese	Maurice		D'Haese	https://www.literatuurplein.nl/persdetail?persId=167504	http://web.archive.org/web/20191204194115/https://www.literatuurplein.nl/persdetail?persId=167504	200	Klik	07-11-1919		27-04-1981	
167550	Bas Haring	Bas		Haring	https://www.literatuurplein.nl/persdetail?persId=167550	http://web.archive.org/web/20191204194131/https://www.literatuurplein.nl/persdetail?persId=167550	200	Klik	23-04-1968	De Bilt		
167610	Bavo Dhooge	Bavo		Dhooge	https://www.literatuurplein.nl/persdetail?persId=167610	http://web.archive.org/web/20191204194147/https://www.literatuurplein.nl/persdetail?persId=167610	200	Klik	31-01-1973	Gent		
167854	Catharina Fredriks	Catharina		Fredriks	https://www.literatuurplein.nl/persdetail?persId=167854	http://web.archive.org/web/20191204194204/https://www.literatuurplein.nl/persdetail?persId=167854	200	Klik	14-03-1947	Schiedam	15-11-2016	Leiden
167919	H Van Der Fuchs	H	van der	Fuchs	https://www.literatuurplein.nl/detail/persoon/h-van-der-fuchs/167919	http://web.archive.org/web/20191129134530/https://www.literatuurplein.nl/detail/persoon/h-van-der-fuchs/167919	200	Klik				
167934	Werner Fuld	Werner		Fuld	https://www.literatuurplein.nl/persdetail?persId=167934	http://web.archive.org/web/20191204194220/https://www.literatuurplein.nl/persdetail?persId=167934	200	Klik	1947			
168353	Paul Goeken	Paul		Goeken	https://www.literatuurplein.nl/persdetail?persId=168353	http://web.archive.org/web/20191204194236/https://www.literatuurplein.nl/persdetail?persId=168353	200	Klik	04-10-1962	Nijmegen	21-06-2011	Gran Canaria
168381	H.U. Jessurun D'Oliveira	H.U.		Jessurun D'Oliveira	https://www.literatuurplein.nl/persdetail?persId=168381	http://web.archive.org/web/20191204194252/https://www.literatuurplein.nl/persdetail?persId=168381	200	Klik	02-07-1933	Amsterdam		
168708	R E M Groenewegen	R E M	 	Groenewegen	https://www.literatuurplein.nl/detail/persoon/r-e-m-groenewegen/168708	http://web.archive.org/web/20191129163659/https://www.literatuurplein.nl/detail/persoon/r-e-m-groenewegen/168708	200	Klik				
168712	Aug.P. Van Groeningen	Aug.P.	van	Groeningen	https://www.literatuurplein.nl/persdetail?persId=168712	http://web.archive.org/web/20191204194308/https://www.literatuurplein.nl/persdetail?persId=168712	200	Klik	14-02-1866		12-02-1894	
168842	Berthold Gunster	Berthold		Gunster	https://www.literatuurplein.nl/persdetail?persId=168842	http://web.archive.org/web/20191204194324/https://www.literatuurplein.nl/persdetail?persId=168842	200	Klik	1959			
168911	Cox Habbema	Cox		Habbema	https://www.literatuurplein.nl/persdetail?persId=168911	http://web.archive.org/web/20191204194341/https://www.literatuurplein.nl/persdetail?persId=168911	200	Klik	21-03-1944	Amsterdam	18-04-2016	Amsterdam
169164	L.P. Hartley	L.P.		Hartley	https://www.literatuurplein.nl/persdetail?persId=169164	http://web.archive.org/web/20191204194357/https://www.literatuurplein.nl/persdetail?persId=169164	200	Klik	30-12-1895	Whittlesey	13-12-1972	Londen
169293	Sadegh Hedayat	Sadegh		Hedayat	https://www.literatuurplein.nl/persdetail?persId=169293	http://web.archive.org/web/20191204194414/https://www.literatuurplein.nl/persdetail?persId=169293	200	Klik	17-02-1903	Teheran	09-04-1951	Parijs
169319	Peter Heerschop	Peter		Heerschop	https://www.literatuurplein.nl/persdetail?persId=169319	http://web.archive.org/web/20191204194430/https://www.literatuurplein.nl/persdetail?persId=169319	200	Klik	07-09-1960	Bussum		
169389	Nel Van Der Heijden-Rogier	Nel	van der	Heijden-Rogier	https://www.literatuurplein.nl/detail/persoon/nel-van-der-heijden-rogier/169389	http://web.archive.org/web/20191129153449/https://www.literatuurplein.nl/detail/persoon/nel-van-der-heijden-rogier/169389	200	Klik				
169431	Youp Van 'T Hek	Youp	van 't	Hek	https://www.literatuurplein.nl/persdetail?persId=169431	http://web.archive.org/web/20191204194446/https://www.literatuurplein.nl/persdetail?persId=169431	200	Klik	28-02-1954	Naarden		
169596	F.C.J.K. Hertel	F.C.J.K.		Hertel	https://www.literatuurplein.nl/persdetail?persId=169596	http://web.archive.org/web/20191204194503/https://www.literatuurplein.nl/persdetail?persId=169596	200	Klik	18-08-1938	Amsterdam		
169660	Anneriek Van Heugten	Anneriek	van	Heugten	https://www.literatuurplein.nl/persdetail?persId=169660	http://web.archive.org/web/20191204194519/https://www.literatuurplein.nl/persdetail?persId=169660	200	Klik	21-06-1964	Gemert-Bakel		
170051	Inge Vlaspolder	Inge	 	Vlaspolder	https://www.literatuurplein.nl/detail/persoon/inge-vlaspolder/170051	http://web.archive.org/web/20191129135044/https://www.literatuurplein.nl/detail/persoon/inge-vlaspolder/170051	200	Klik				
170072	Anna Janssen	Anna		Janssen	https://www.literatuurplein.nl/persdetail?persId=170072	http://web.archive.org/web/20191204194536/https://www.literatuurplein.nl/persdetail?persId=170072	200	Klik	07-10-1987			
170293	Duong Thu Huong	Duong Thu		Huong	https://www.literatuurplein.nl/persdetail?persId=170293	http://web.archive.org/web/20191204194552/https://www.literatuurplein.nl/persdetail?persId=170293	200	Klik	1947	Vietnam		
170424	Jean-Claude Izzo	Jean-Claude		Izzo	https://www.literatuurplein.nl/persdetail?persId=170424	http://web.archive.org/web/20191204194608/https://www.literatuurplein.nl/persdetail?persId=170424	200	Klik	20-06-1945		26-01-2000	
170551	Tim Polfliet	Tim		Polfliet	https://www.literatuurplein.nl/persdetail?persId=170551	http://web.archive.org/web/20191204194624/https://www.literatuurplein.nl/persdetail?persId=170551	200	Klik	13-03-1976	Sint-Niklaas		
170927	Ryszard Kapuscinski	Ryszard		Kapuscinski	https://www.literatuurplein.nl/persdetail?persId=170927	http://web.archive.org/web/20191204194641/https://www.literatuurplein.nl/persdetail?persId=170927	200	Klik	04-03-1932	Pinsk	23-01-2007	Warschau
170933	Karin			Karin	https://www.literatuurplein.nl/persdetail?persId=170933	http://web.archive.org/web/20191204194657/https://www.literatuurplein.nl/persdetail?persId=170933	200	Klik	23-07-1914	Rotterdam	20-08-2014	Rotterdam
170960	Sayed Kashua	Sayed		Kashua	https://www.literatuurplein.nl/persdetail?persId=170960	http://web.archive.org/web/20191204194714/https://www.literatuurplein.nl/persdetail?persId=170960	200	Klik	1975	Tira		
171097	Etgar Keret	Etgar		Keret	https://www.literatuurplein.nl/persdetail?persId=171097	http://web.archive.org/web/20191204194730/https://www.literatuurplein.nl/persdetail?persId=171097	200	Klik	20-08-1967	Ramat Gan		
