PersoonID	Naam	Voornamen	Tussenvoegsels	Achternaam	LP_PersoonURL	LP_PersoonArchiefURL	ArchiefURLStatusCheck-17122019		Geboortedatum	Geboorteplaats	Sterfdatum	Sterfplaats
113100	Jaap Dirkmaat	Jaap		Dirkmaat	https://www.literatuurplein.nl/persdetail?persId=113100	http://web.archive.org/web/20191204185756/https://www.literatuurplein.nl/persdetail?persId=113100	200	Klik	1958	Hilversum		
113274	Dick De Winter	Dick	de	Winter	https://www.literatuurplein.nl/persdetail?persId=113274	http://web.archive.org/web/20191204185812/https://www.literatuurplein.nl/persdetail?persId=113274	200	Klik	1944			
113321	Mireille D' Allancé	Mireille	d'	Allancé	https://www.literatuurplein.nl/persdetail?persId=113321	http://web.archive.org/web/20191204185828/https://www.literatuurplein.nl/persdetail?persId=113321	200	Klik	12-12-1958	Chamalières		
113388	Ype Poortinga	Ype		Poortinga	https://www.literatuurplein.nl/persdetail?persId=113388	http://web.archive.org/web/20191204185845/https://www.literatuurplein.nl/persdetail?persId=113388	200	Klik	28-05-1910		02-12-1985	
113410	Gaétan Soucy	Gaétan		Soucy	https://www.literatuurplein.nl/persdetail?persId=113410	http://web.archive.org/web/20191204185901/https://www.literatuurplein.nl/persdetail?persId=113410	200	Klik	21-10-1958		09-07-2013	
113549	Wladimir Kaminer	Wladimir		Kaminer	https://www.literatuurplein.nl/persdetail?persId=113549	http://web.archive.org/web/20191204185921/https://www.literatuurplein.nl/persdetail?persId=113549	200	Klik	19-07-1967	Moskou		
113686	Noreena Hertz	Noreena		Hertz	https://www.literatuurplein.nl/persdetail?persId=113686	http://web.archive.org/web/20191204185938/https://www.literatuurplein.nl/persdetail?persId=113686	200	Klik	24-09-1967	Londen		
113727	Sjeng Scheijen	Sjeng		Scheijen	https://www.literatuurplein.nl/persdetail?persId=113727	http://web.archive.org/web/20191204185954/https://www.literatuurplein.nl/persdetail?persId=113727	200	Klik	20-10-1972			
113895	Marjan Van Abeelen	Marjan	van	Abeelen	https://www.literatuurplein.nl/persdetail?persId=113895	http://web.archive.org/web/20191204190010/https://www.literatuurplein.nl/persdetail?persId=113895	200	Klik	06-12-1959			
114004	Cis Meijer	Cis		Meijer	https://www.literatuurplein.nl/persdetail?persId=114004	http://web.archive.org/web/20191204190026/https://www.literatuurplein.nl/persdetail?persId=114004	200	Klik	15-12-1970	Heemskerk		
114275	Sjaak Verboom	Sjaak	 	Verboom	https://www.literatuurplein.nl/detail/persoon/sjaak-verboom/114275	http://web.archive.org/web/20191129170205/https://www.literatuurplein.nl/detail/persoon/sjaak-verboom/114275	200	Klik				
114634	Frank Daenen	Frank		Daenen	https://www.literatuurplein.nl/persdetail?persId=114634	http://web.archive.org/web/20191204190043/https://www.literatuurplein.nl/persdetail?persId=114634	200	Klik	21-12-1977			
114825	Stijn Felix	Stijn		Felix	https://www.literatuurplein.nl/persdetail?persId=114825	http://web.archive.org/web/20191204190059/https://www.literatuurplein.nl/persdetail?persId=114825	200	Klik	02-03-1974			
116621	Rene Swinkels	Rene	 	Swinkels	https://www.literatuurplein.nl/detail/persoon/rene-swinkels/116621	http://web.archive.org/web/20191129163823/https://www.literatuurplein.nl/detail/persoon/rene-swinkels/116621	200	Klik				
116897	H. Van Den Brink	H.	van den	Brink	https://www.literatuurplein.nl/persdetail?persId=116897	http://web.archive.org/web/20191204190116/https://www.literatuurplein.nl/persdetail?persId=116897	200	Klik	1930		13-10-2012	
116989	Alexia Pnevmatikos	Alexia		Pnevmatikos	https://www.literatuurplein.nl/persdetail?persId=116989	http://web.archive.org/web/20191204190132/https://www.literatuurplein.nl/persdetail?persId=116989	200	Klik	12-03-1971	Cardiff		
118931	Jeroen De Bruyn	Jeroen	de	Bruyn	https://www.literatuurplein.nl/persdetail?persId=118931	http://web.archive.org/web/20191204190148/https://www.literatuurplein.nl/persdetail?persId=118931	200	Klik	1993			
120276	Jef Maes	Jef		Maes	https://www.literatuurplein.nl/persdetail?persId=120276	http://web.archive.org/web/20191204190204/https://www.literatuurplein.nl/persdetail?persId=120276	200	Klik	09-03-1955			
125965	John B. Keane	John B.		Keane	https://www.literatuurplein.nl/persdetail?persId=125965	http://web.archive.org/web/20191204190236/https://www.literatuurplein.nl/persdetail?persId=125965	200	Klik	21-07-1928	Listowel	30-05-2002	Listowel
157257	Samuel Johnson	Samuel		Johnson	https://www.literatuurplein.nl/persdetail?persId=157257	http://web.archive.org/web/20191204190254/https://www.literatuurplein.nl/persdetail?persId=157257	200	Klik	18-09-1709	Lichfield	13-12-1784	Londen
157258	Umar Bin Hassan	Umar		Bin Hassan	https://www.literatuurplein.nl/persdetail?persId=157258	http://web.archive.org/web/20191204190313/https://www.literatuurplein.nl/persdetail?persId=157258	200	Klik	30-10-1948	Akron		
157259	Amal Al-Jubouri	Amal		Al-Jubouri	https://www.literatuurplein.nl/persdetail?persId=157259	http://web.archive.org/web/20191204190329/https://www.literatuurplein.nl/persdetail?persId=157259	200	Klik	16-08-1967	Bagdad		
157260	Lutz Seiler	Lutz		Seiler	https://www.literatuurplein.nl/persdetail?persId=157260	http://web.archive.org/web/20191204190345/https://www.literatuurplein.nl/persdetail?persId=157260	200	Klik	08-06-1963	Gera		
157322	Serge Gainsbourg	Serge		Gainsbourg	https://www.literatuurplein.nl/persdetail?persId=157322	http://web.archive.org/web/20191204190401/https://www.literatuurplein.nl/persdetail?persId=157322	200	Klik	02-04-1928	Parijs	02-03-1991	Parijs
157360	Julia Leigh	Julia		Leigh	https://www.literatuurplein.nl/persdetail?persId=157360	http://web.archive.org/web/20191204190420/https://www.literatuurplein.nl/persdetail?persId=157360	200	Klik	09-01-1970	Sydney		
157472	Aniek Njiokiktjien	Aniek	 	Njiokiktjien	https://www.literatuurplein.nl/detail/persoon/aniek-njiokiktjien/157472	http://web.archive.org/web/20191129120032/https://www.literatuurplein.nl/detail/persoon/aniek-njiokiktjien/157472	200	Klik				
157492	Marion Peters	Marion		Peters	https://www.literatuurplein.nl/persdetail?persId=157492	http://web.archive.org/web/20191204190437/https://www.literatuurplein.nl/persdetail?persId=157492	200	Klik	1951			
157498	Jonathan Lethem	Jonathan		Lethem	https://www.literatuurplein.nl/persdetail?persId=157498	http://web.archive.org/web/20191204190453/https://www.literatuurplein.nl/persdetail?persId=157498	200	Klik	19-02-1964	Brooklyn		
157573	Elly Zuiderveld	Elly		Zuiderveld	https://www.literatuurplein.nl/persdetail?persId=157573	http://web.archive.org/web/20191204190509/https://www.literatuurplein.nl/persdetail?persId=157573	200	Klik	07-04-1946			
157660	Peter Middendorp	Peter		Middendorp	https://www.literatuurplein.nl/persdetail?persId=157660	http://web.archive.org/web/20191204190526/https://www.literatuurplein.nl/persdetail?persId=157660	200	Klik	03-10-1971	Emmen		
157692	David Klass	David		Klass	https://www.literatuurplein.nl/persdetail?persId=157692	http://web.archive.org/web/20191204190542/https://www.literatuurplein.nl/persdetail?persId=157692	200	Klik	08-03-1960	Vermont		
157718	Xandra Brood	Xandra		Brood	https://www.literatuurplein.nl/persdetail?persId=157718	http://web.archive.org/web/20191204190600/https://www.literatuurplein.nl/persdetail?persId=157718	200	Klik	08-08-1958	Ulvenhout		
157764	Aart Staartjes	Aart		Staartjes	https://www.literatuurplein.nl/persdetail?persId=157764	http://web.archive.org/web/20191204190616/https://www.literatuurplein.nl/persdetail?persId=157764	200	Klik	01-03-1938	Amsterdam		
157777	Norbert Gstrein	Norbert		Gstrein	https://www.literatuurplein.nl/persdetail?persId=157777	http://web.archive.org/web/20191204190632/https://www.literatuurplein.nl/persdetail?persId=157777	200	Klik	03-06-1961			
157780	Ruud Paesie	Ruud		Paesie	https://www.literatuurplein.nl/persdetail?persId=157780	http://web.archive.org/web/20191204190648/https://www.literatuurplein.nl/persdetail?persId=157780	200	Klik	03-08-1956	Haarlem		
157791	Norman Bridwell	Norman		Bridwell	https://www.literatuurplein.nl/persdetail?persId=157791	http://web.archive.org/web/20191204190704/https://www.literatuurplein.nl/persdetail?persId=157791	200	Klik	1928			
157809	Hanneke Groenteman	Hanneke		Groenteman	https://www.literatuurplein.nl/persdetail?persId=157809	http://web.archive.org/web/20191204190720/https://www.literatuurplein.nl/persdetail?persId=157809	200	Klik	20-07-1939	Amsterdam		
157868	Sheila Heti	Sheila		Heti	https://www.literatuurplein.nl/persdetail?persId=157868	http://web.archive.org/web/20191204190737/https://www.literatuurplein.nl/persdetail?persId=157868	200	Klik	25-12-1976	Toronto		
157933	Alex Boogers	Alex		Boogers	https://www.literatuurplein.nl/persdetail?persId=157933	http://web.archive.org/web/20191204190753/https://www.literatuurplein.nl/persdetail?persId=157933	200	Klik	14-06-1970	Vlaardingen		
157973	Maaike Bijnsdorp	Maaike	 	Bijnsdorp	https://www.literatuurplein.nl/detail/persoon/maaike-bijnsdorp/157973	http://web.archive.org/web/20191129145603/https://www.literatuurplein.nl/detail/persoon/maaike-bijnsdorp/157973	200	Klik				
158015	Bob Dylan	Bob		Dylan	https://www.literatuurplein.nl/persdetail?persId=158015	http://web.archive.org/web/20191204190809/https://www.literatuurplein.nl/persdetail?persId=158015	200	Klik	24-05-1941			
158048	Kate Grenville	Kate		Grenville	https://www.literatuurplein.nl/persdetail?persId=158048	http://web.archive.org/web/20191204190825/https://www.literatuurplein.nl/persdetail?persId=158048	200	Klik	14-10-1950	Sydney		
158077	Bernie Glassman	Bernie		Glassman	https://www.literatuurplein.nl/persdetail?persId=158077	http://web.archive.org/web/20191204190842/https://www.literatuurplein.nl/persdetail?persId=158077	200	Klik	18-01-1939	New York City	04-11-2018	
158081	Hans Meij	Hans		Meij	https://www.literatuurplein.nl/persdetail?persId=158081	http://web.archive.org/web/20191204190858/https://www.literatuurplein.nl/persdetail?persId=158081	200	Klik	1953		30-05-2014	Nijmegen
158191	Jean-Claude Van Rijckeghem	Jean-Claude		Van Rijckeghem	https://www.literatuurplein.nl/persdetail?persId=158191	http://web.archive.org/web/20191204190914/https://www.literatuurplein.nl/persdetail?persId=158191	200	Klik	01-12-1963	Gent		
158203	Saskia Profijt	Saskia		Profijt	https://www.literatuurplein.nl/persdetail?persId=158203	http://web.archive.org/web/20191204190933/https://www.literatuurplein.nl/persdetail?persId=158203	200	Klik	1967	Enschede		
158259	Ko Van Geemert	Ko	van	Geemert	https://www.literatuurplein.nl/persdetail?persId=158259	http://web.archive.org/web/20191204190949/https://www.literatuurplein.nl/persdetail?persId=158259	200	Klik	1950			
158324	Karin Slaughter	Karin		Slaughter	https://www.literatuurplein.nl/persdetail?persId=158324	http://web.archive.org/web/20191204191005/https://www.literatuurplein.nl/persdetail?persId=158324	200	Klik	06-01-1971	Jonesboro		
158416	Martin Veldman	Martin		Veldman	https://www.literatuurplein.nl/persdetail?persId=158416	http://web.archive.org/web/20191204191022/https://www.literatuurplein.nl/persdetail?persId=158416	200	Klik	14-06-1946		30-08-2001	
158417	Paul Abbey	Paul		Abbey	https://www.literatuurplein.nl/persdetail?persId=158417	http://web.archive.org/web/20191204191039/https://www.literatuurplein.nl/persdetail?persId=158417	200	Klik	03-12-1932			
158418	Wil Abeleven-Labberton	Wil		Abeleven-Labberton	https://www.literatuurplein.nl/persdetail?persId=158418	http://web.archive.org/web/20191204191055/https://www.literatuurplein.nl/persdetail?persId=158418	200	Klik	22-03-1906		10-11-1980	
158420	Gerrit Achterland	Gerrit		Achterland	https://www.literatuurplein.nl/persdetail?persId=158420	http://web.archive.org/web/20191204191111/https://www.literatuurplein.nl/persdetail?persId=158420	200	Klik	07-12-1953			
158421	Aart Admiraal	Aart		Admiraal	https://www.literatuurplein.nl/persdetail?persId=158421	http://web.archive.org/web/20191204191127/https://www.literatuurplein.nl/persdetail?persId=158421	200	Klik	13-10-1833		11-11-1878	
158422	Floris Van Den Aemstel	Floris	van den	Aemstel	https://www.literatuurplein.nl/persdetail?persId=158422	http://web.archive.org/web/20191204191143/https://www.literatuurplein.nl/persdetail?persId=158422	200	Klik	01-10-1900			
158423	Philip Van Akooy	Philip	van	Akooy	https://www.literatuurplein.nl/persdetail?persId=158423	http://web.archive.org/web/20191204191200/https://www.literatuurplein.nl/persdetail?persId=158423	200	Klik	24-11-1933			
158424	H. Albach-Tielrooy	H.		Albach-Tielrooy	https://www.literatuurplein.nl/persdetail?persId=158424	http://web.archive.org/web/20191204191216/https://www.literatuurplein.nl/persdetail?persId=158424	200	Klik	14-10-1918	Alkmaar	20-08-2001	Amsterdam
158425	Johan C.P. Alberts	Johan C.P.		Alberts	https://www.literatuurplein.nl/persdetail?persId=158425	http://web.archive.org/web/20191204191232/https://www.literatuurplein.nl/persdetail?persId=158425	200	Klik	11-02-1893		28-10-1967	Den Haag
158427	Ludwig Alene	Ludwig		Alene	https://www.literatuurplein.nl/persdetail?persId=158427	http://web.archive.org/web/20191204191248/https://www.literatuurplein.nl/persdetail?persId=158427	200	Klik	16-03-1935	Sint-Kruis	08-08-2007	Gent
158428	Lex Althoff	Lex		Althoff	https://www.literatuurplein.nl/persdetail?persId=158428	http://web.archive.org/web/20191204191304/https://www.literatuurplein.nl/persdetail?persId=158428	200	Klik	12-04-1904	Haarlem	29-07-1943	Leusden
158429	Jo Van Ammers-Küller	Jo	van	Ammers-Küller	https://www.literatuurplein.nl/persdetail?persId=158429	http://web.archive.org/web/20191204191320/https://www.literatuurplein.nl/persdetail?persId=158429	200	Klik	13-08-1884	Noordeloos	22-01-1966	Bakel
158430	A. Des Amorie Van Der Hoeven Jr.	A.	des	Amorie Van Der Hoeven Jr.	https://www.literatuurplein.nl/persdetail?persId=158430	http://web.archive.org/web/20191204191337/https://www.literatuurplein.nl/persdetail?persId=158430	200	Klik	15-02-1821	Rotterdam	20-03-1848	Utrecht
158432	Greet Van Amstel	Greet	van	Amstel	https://www.literatuurplein.nl/persdetail?persId=158432	http://web.archive.org/web/20191204191353/https://www.literatuurplein.nl/persdetail?persId=158432	200	Klik	06-11-1903		04-01-1981	
158433	Seerp Anema	Seerp		Anema	https://www.literatuurplein.nl/persdetail?persId=158433	http://web.archive.org/web/20191204191409/https://www.literatuurplein.nl/persdetail?persId=158433	200	Klik	31-10-1875	Minnertsga	07-03-1961	Zeist
158434	Annie Ankersmit	Annie		Ankersmit	https://www.literatuurplein.nl/persdetail?persId=158434	http://web.archive.org/web/20191204191425/https://www.literatuurplein.nl/persdetail?persId=158434	200	Klik	10-08-1910			
158458	Ine Andreoli	Ine	 	Andreoli	https://www.literatuurplein.nl/detail/persoon/ine-andreoli/158458	http://web.archive.org/web/20191129134838/https://www.literatuurplein.nl/detail/persoon/ine-andreoli/158458	200	Klik				
158527	Léon Bloy	Léon		Bloy	https://www.literatuurplein.nl/persdetail?persId=158527	http://web.archive.org/web/20191204191441/https://www.literatuurplein.nl/persdetail?persId=158527	200	Klik	11-07-1846	Périgueux	03-11-1917	Bourg-la-Reine
158608	Peter Buwalda	Peter		Buwalda	https://www.literatuurplein.nl/persdetail?persId=158608	http://web.archive.org/web/20191204191457/https://www.literatuurplein.nl/persdetail?persId=158608	200	Klik	30-12-1971	Brussel		
158727	F.M. Dostojevski	F.M.		Dostojevski	https://www.literatuurplein.nl/persdetail?persId=158727	http://web.archive.org/web/20191204191513/https://www.literatuurplein.nl/persdetail?persId=158727	200	Klik	30-10-1821	Moskou	28-01-1881	Sint-Petersburg
158728	Minke Douwesz	Minke		Douwesz	https://www.literatuurplein.nl/persdetail?persId=158728	http://web.archive.org/web/20191204191530/https://www.literatuurplein.nl/persdetail?persId=158728	200	Klik	27-05-1962	Amerongen		
158756	George Eliot	George		Eliot	https://www.literatuurplein.nl/persdetail?persId=158756	http://web.archive.org/web/20191204191547/https://www.literatuurplein.nl/persdetail?persId=158756	200	Klik	22-11-1819	Arbury Hall	22-12-1880	Londen
158864	Arno Haijtema	Arno		Haijtema	https://www.literatuurplein.nl/persdetail?persId=158864	http://web.archive.org/web/20191204191603/https://www.literatuurplein.nl/persdetail?persId=158864	200	Klik	1959			
158867	Ann Halam	Ann		Halam	https://www.literatuurplein.nl/persdetail?persId=158867	http://web.archive.org/web/20191204191619/https://www.literatuurplein.nl/persdetail?persId=158867	200	Klik	14-02-1952	Manchester		
158879	Sonya Hartnett	Sonya		Hartnett	https://www.literatuurplein.nl/persdetail?persId=158879	http://web.archive.org/web/20191204191635/https://www.literatuurplein.nl/persdetail?persId=158879	200	Klik	23-02-1968	Melbourne		
158882	A W W Heezen	A W W	 	Heezen	https://www.literatuurplein.nl/detail/persoon/a-w-w-heezen/158882	http://web.archive.org/web/20191129121410/https://www.literatuurplein.nl/detail/persoon/a-w-w-heezen/158882	200	Klik				
158897	Paul Henken	Paul	 	Henken	https://www.literatuurplein.nl/detail/persoon/paul-henken/158897	http://web.archive.org/web/20191129154406/https://www.literatuurplein.nl/detail/persoon/paul-henken/158897	200	Klik				
158905	Gerda Hoekveld-Meijer	Gerda		Hoekveld-Meijer	https://www.literatuurplein.nl/persdetail?persId=158905	http://web.archive.org/web/20191204191651/https://www.literatuurplein.nl/persdetail?persId=158905	200	Klik	1943			
158974	Malika Kaddour	Malika		Kaddour	https://www.literatuurplein.nl/persdetail?persId=158974	http://web.archive.org/web/20191204191708/https://www.literatuurplein.nl/persdetail?persId=158974	200	Klik	1962			
159144	Maritgen Matter	Maritgen		Matter	https://www.literatuurplein.nl/persdetail?persId=159144	http://web.archive.org/web/20191204191724/https://www.literatuurplein.nl/persdetail?persId=159144	200	Klik	21-05-1962	Zutphen		
159159	Tosca Menten	Tosca		Menten	https://www.literatuurplein.nl/persdetail?persId=159159	http://web.archive.org/web/20191204191740/https://www.literatuurplein.nl/persdetail?persId=159159	200	Klik	11-12-1961	Woerden		
159195	Gerard Nanne	Gerard	 	Nanne	https://www.literatuurplein.nl/detail/persoon/gerard-nanne/159195	http://web.archive.org/web/20191129131942/https://www.literatuurplein.nl/detail/persoon/gerard-nanne/159195	200	Klik				
159203	C. Van Nispen Tot Sevenaer	C.	van	Nispen Tot Sevenaer	https://www.literatuurplein.nl/persdetail?persId=159203	http://web.archive.org/web/20191204191757/https://www.literatuurplein.nl/persdetail?persId=159203	200	Klik	31-07-1928	Den Bosch		
159514	Margot Vanderstraeten	Margot		Vanderstraeten	https://www.literatuurplein.nl/persdetail?persId=159514	http://web.archive.org/web/20191204191813/https://www.literatuurplein.nl/persdetail?persId=159514	200	Klik	09-12-1967	Zonhoven		
159617	G. Antheunis	G.		Antheunis	https://www.literatuurplein.nl/persdetail?persId=159617	http://web.archive.org/web/20191204191829/https://www.literatuurplein.nl/persdetail?persId=159617	200	Klik	09-09-1840	Oudenaarde	05-08-1907	Brussel
159618	Daan Antheunis	Daan		Antheunis	https://www.literatuurplein.nl/persdetail?persId=159618	http://web.archive.org/web/20191204191845/https://www.literatuurplein.nl/persdetail?persId=159618	200	Klik	01-04-1942			
159619	Luc Anthierens	Luc		Anthierens	https://www.literatuurplein.nl/persdetail?persId=159619	http://web.archive.org/web/20191204191902/https://www.literatuurplein.nl/persdetail?persId=159619	200	Klik	04-01-1933			
159620	Joannes Antonides Van Der Goes	Joannes		Antonides Van Der Goes	https://www.literatuurplein.nl/persdetail?persId=159620	http://web.archive.org/web/20191204191918/https://www.literatuurplein.nl/persdetail?persId=159620	200	Klik	03-05-1647	Goes	18-09-1684	Rotterdam
159621	Guido Arbeid	Guido		Arbeid	https://www.literatuurplein.nl/persdetail?persId=159621	http://web.archive.org/web/20191204191934/https://www.literatuurplein.nl/persdetail?persId=159621	200	Klik	07-11-1942			
159622	Prosper Arents	Prosper		Arents	https://www.literatuurplein.nl/persdetail?persId=159622	http://web.archive.org/web/20191204191950/https://www.literatuurplein.nl/persdetail?persId=159622	200	Klik	23-01-1889	Antwerpen	04-03-1984	
159623	Willem Arondéus	Willem		Arondéus	https://www.literatuurplein.nl/persdetail?persId=159623	http://web.archive.org/web/20191204192006/https://www.literatuurplein.nl/persdetail?persId=159623	200	Klik	22-08-1894	Naarden	01-07-1943	Haarlem
159712	Pierre Bakkes	Pierre		Bakkes	https://www.literatuurplein.nl/persdetail?persId=159712	http://web.archive.org/web/20191204192023/https://www.literatuurplein.nl/persdetail?persId=159712	200	Klik	06-05-1941	Montfort		
159912	Laura Broekhuysen	Laura		Broekhuysen	https://www.literatuurplein.nl/persdetail?persId=159912	http://web.archive.org/web/20191204192039/https://www.literatuurplein.nl/persdetail?persId=159912	200	Klik	23-04-1983	Zutphen		
159914	Corry Brokken	Corry		Brokken	https://www.literatuurplein.nl/persdetail?persId=159914	http://web.archive.org/web/20191204192055/https://www.literatuurplein.nl/persdetail?persId=159914	200	Klik	03-12-1932	Breda	31-05-2016	Laren
159920	Kevin Brooks	Kevin		Brooks	https://www.literatuurplein.nl/persdetail?persId=159920	http://web.archive.org/web/20191204192111/https://www.literatuurplein.nl/persdetail?persId=159920	200	Klik	30-03-1959	Exeter		
160022	Lars Saabye Christensen	Lars Saabye		Christensen	https://www.literatuurplein.nl/persdetail?persId=160022	http://web.archive.org/web/20191204192128/https://www.literatuurplein.nl/persdetail?persId=160022	200	Klik	21-09-1953	Oslo		
160078	Anna Coudenys	Anna		Coudenys	https://www.literatuurplein.nl/persdetail?persId=160078	http://web.archive.org/web/20191204192144/https://www.literatuurplein.nl/persdetail?persId=160078	200	Klik	13-12-1960	Brugge		
160088	Simon Critchley	Simon		Critchley	https://www.literatuurplein.nl/persdetail?persId=160088	http://web.archive.org/web/20191204192201/https://www.literatuurplein.nl/persdetail?persId=160088	200	Klik	1960	Hertfordshire		
160098	Mitch Cullin	Mitch		Cullin	https://www.literatuurplein.nl/persdetail?persId=160098	http://web.archive.org/web/20191204192218/https://www.literatuurplein.nl/persdetail?persId=160098	200	Klik	1968	Santa Fe		
160288	Jenny Erpenbeck	Jenny		Erpenbeck	https://www.literatuurplein.nl/persdetail?persId=160288	http://web.archive.org/web/20191204192234/https://www.literatuurplein.nl/persdetail?persId=160288	200	Klik	12-03-1967	Berlijn		
160367	Willem De Galan	Willem	de	Galan	https://www.literatuurplein.nl/persdetail?persId=160367	http://web.archive.org/web/20191204192250/https://www.literatuurplein.nl/persdetail?persId=160367	200	Klik	01-08-1928	Zaandam	10-08-2016	Naarden
160470	Gijs Groenteman	Gijs		Groenteman	https://www.literatuurplein.nl/persdetail?persId=160470	http://web.archive.org/web/20191204192306/https://www.literatuurplein.nl/persdetail?persId=160470	200	Klik	1974			
160479	M. Molenaar	M.		Molenaar	https://www.literatuurplein.nl/persdetail?persId=160479	http://web.archive.org/web/20191204192323/https://www.literatuurplein.nl/persdetail?persId=160479	200	Klik	12-12-1886		23-07-1969	
160696	Yvon Jaspers	Yvon		Jaspers	https://www.literatuurplein.nl/persdetail?persId=160696	http://web.archive.org/web/20191204192339/https://www.literatuurplein.nl/persdetail?persId=160696	200	Klik	20-03-1973	Boxtel		
160824	Nicole Krauss	Nicole		Krauss	https://www.literatuurplein.nl/persdetail?persId=160824	http://web.archive.org/web/20191204192356/https://www.literatuurplein.nl/persdetail?persId=160824	200	Klik	18-08-1974	New York City		
160900	Cariet Leeuwis	Cariet		Leeuwis	https://www.literatuurplein.nl/persdetail?persId=160900	http://web.archive.org/web/20191204192412/https://www.literatuurplein.nl/persdetail?persId=160900	200	Klik	10-09-1964	Gorinchem		
160922	Peter Van Lindonk	Peter	van	Lindonk	https://www.literatuurplein.nl/persdetail?persId=160922	http://web.archive.org/web/20191204192428/https://www.literatuurplein.nl/persdetail?persId=160922	200	Klik	1936	Zutphen	02-03-2013	
160991	Viktor Mann	Viktor		Mann	https://www.literatuurplein.nl/persdetail?persId=160991	http://web.archive.org/web/20191204192444/https://www.literatuurplein.nl/persdetail?persId=160991	200	Klik	12-04-1890	Lübeck	21-04-1949	München
161043	Fatema Mernissi	Fatema		Mernissi	https://www.literatuurplein.nl/persdetail?persId=161043	http://web.archive.org/web/20191204192501/https://www.literatuurplein.nl/persdetail?persId=161043	200	Klik	1940	Fez	30-11-2015	Rabat
161054	Bart Meuleman	Bart		Meuleman	https://www.literatuurplein.nl/persdetail?persId=161054	http://web.archive.org/web/20191204192517/https://www.literatuurplein.nl/persdetail?persId=161054	200	Klik	1965			
161212	Ann Patchett	Ann		Patchett	https://www.literatuurplein.nl/persdetail?persId=161212	http://web.archive.org/web/20191204192533/https://www.literatuurplein.nl/persdetail?persId=161212	200	Klik	02-12-1963	Los Angeles		
161461	Menno Schilthuizen	Menno		Schilthuizen	https://www.literatuurplein.nl/persdetail?persId=161461	http://web.archive.org/web/20191204192550/https://www.literatuurplein.nl/persdetail?persId=161461	200	Klik	1965	Schiedam		
161583	Kees Sorgdrager	Kees		Sorgdrager	https://www.literatuurplein.nl/persdetail?persId=161583	http://web.archive.org/web/20191204192606/https://www.literatuurplein.nl/persdetail?persId=161583	200	Klik	06-08-1936	Haarlem	01-08-2017	Amsterdam
161695	Jáchym Topol	Jáchym		Topol	https://www.literatuurplein.nl/persdetail?persId=161695	http://web.archive.org/web/20191204192622/https://www.literatuurplein.nl/persdetail?persId=161695	200	Klik	04-08-1962	Praag		
161884	Leendert Van Wezel	Leendert	van 	Wezel	https://www.literatuurplein.nl/detail/persoon/leendert-van-wezel/161884	http://web.archive.org/web/20191129144152/https://www.literatuurplein.nl/detail/persoon/leendert-van-wezel/161884	200	Klik				
161934	Jacqueline Woodson	Jacqueline		Woodson	https://www.literatuurplein.nl/persdetail?persId=161934	http://web.archive.org/web/20191204192638/https://www.literatuurplein.nl/persdetail?persId=161934	200	Klik	12-02-1963	Columbus		
161944	Richard Yates	Richard		Yates	https://www.literatuurplein.nl/persdetail?persId=161944	http://web.archive.org/web/20191204192655/https://www.literatuurplein.nl/persdetail?persId=161944	200	Klik	03-02-1926	Yonkers	07-11-1992	Birmingham
161979	Roger Arteel	Roger		Arteel	https://www.literatuurplein.nl/persdetail?persId=161979	http://web.archive.org/web/20191204192711/https://www.literatuurplein.nl/persdetail?persId=161979	200	Klik	06-05-1935			
161980	Eddy Asselbergs	Eddy		Asselbergs	https://www.literatuurplein.nl/persdetail?persId=161980	http://web.archive.org/web/20191204192727/https://www.literatuurplein.nl/persdetail?persId=161980	200	Klik	03-05-1943			
161981	C. Van Baardewijk	C.	van	Baardewijk	https://www.literatuurplein.nl/persdetail?persId=161981	http://web.archive.org/web/20191204192744/https://www.literatuurplein.nl/persdetail?persId=161981	200	Klik	11-08-1934			
161982	Freark Dam	Freark		Dam	https://www.literatuurplein.nl/persdetail?persId=161982	http://web.archive.org/web/20191204192800/https://www.literatuurplein.nl/persdetail?persId=161982	200	Klik	02-07-1924	Katlijk	04-07-2002	Sneek
161983	Gerrit Bakker	Gerrit		Bakker	https://www.literatuurplein.nl/persdetail?persId=161983	http://web.archive.org/web/20191204192816/https://www.literatuurplein.nl/persdetail?persId=161983	200	Klik	10-10-1939			
161984	Mathilde A. Balen	Mathilde A.		Balen	https://www.literatuurplein.nl/persdetail?persId=161984	http://web.archive.org/web/20191204192832/https://www.literatuurplein.nl/persdetail?persId=161984	200	Klik	28-04-1898			
161985	J.E. Banck	J.E.		Banck	https://www.literatuurplein.nl/persdetail?persId=161985	http://web.archive.org/web/20191204192849/https://www.literatuurplein.nl/persdetail?persId=161985	200	Klik	03-11-1833		16-04-1902	
161986	Wilbert Bank	Wilbert		Bank	https://www.literatuurplein.nl/persdetail?persId=161986	http://web.archive.org/web/20191204192905/https://www.literatuurplein.nl/persdetail?persId=161986	200	Klik	25-06-1942			
161987	Jan Baptist Hofman	Jan		Baptist Hofman	https://www.literatuurplein.nl/persdetail?persId=161987	http://web.archive.org/web/20191204192921/https://www.literatuurplein.nl/persdetail?persId=161987	200	Klik	02-03-1758	Kortrijk	02-08-1835	
